Order,Lot Frontage,Lot Area,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Yr Sold,SalePrice,LogSalePrice,Alley_Grvl,Alley_NA,Alley_Pave,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Central Air_N,Central Air_Y,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 2_Norm,Exterior 1st_AsbShng,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_BrkFace,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_NA,Heating_GasA,Heating_GasW,House Style_1.5Fin,House Style_1Story,House Style_2Story,House Style_SFoyer,House Style_SLvl,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,MS SubClass_20,MS SubClass_30,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_160,MS SubClass_190,MS Zoning_C (all),MS Zoning_FV,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_NA,Mas Vnr Type_Stone,Misc Feature_NA,Misc Feature_Shed,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Roof Matl_CompShg,Roof Style_Gable,Roof Style_Hip,Sale Condition_Abnorml,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_ConLD,Sale Type_New,Sale Type_WD ,Mo Sold_1,Mo Sold_2,Mo Sold_3,Mo Sold_4,Mo Sold_5,Mo Sold_6,Mo Sold_7,Mo Sold_8,Mo Sold_9,Mo Sold_10,Mo Sold_11,Mo Sold_12,TotalFinSF,TotalSF,BsmtFinSF,PorchSF,TotalBath,BsmtBath,AvgBltRemod,PreWarYearBuilt,RecentYearBuilt,YearRemodAdd,haspool,has2ndfloor,hasfireplace,LivAreaRatio,BedRatio,GarageRatio,BathRatio,LotRatio,FireBathRatio,TotalSF x OverallQual x OverallCond,TotalSF x OverallQual x Functional,AvgBltRemod x Functional x TotalFinSF,q1,q2,TotalSF x OverallQual,TotalSF x OverallCond,TotalFinSF x Functional,Functional x OverallQual,AvgBltRemod x OverallCond,AvgBltRemod x TotalFinSF,OverallCond x AvgBltRemod,BsmtFinSF x BsmtQual,BsmtFinSF x BsmtBath,Kitchen AbvGr x KitchenQual,GarageCars x GarageYrBlt,GarageQual x GarageCond x GarageCars,FireplaceQu x Fireplaces
16,47.0,53504,2,4,2,8,5,7,2003,603.0,5,3,4,3,4,5,1416.0,1,0.0,234.0,1650.0,5,5,1690,1589,0,3279,1.0,3,1,4,1,5,12,5,1,4,7,3,3.0,841.0,3,3,3,503,36,0,0,210,0,0,0,0,2010,538000,13.195615697878253,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4695.0,4929.0,1416.0,749,4.0,1.0,7.0,61,5,7,0,1,1,0.09212395334928229,819.75,0.75,1.0,500.0,0.25,197160.0,197160.0,164325.0,300,140.0,39432.0,24645.0,23475.0,40,35.0,32865.0,35.0,5664.0,1416.0,5,21.0,27.0,4
17,152.0,12134,3,4,2,8,7,22,2005,0.0,4,3,4,3,3,6,427.0,1,0.0,132.0,559.0,4,5,1080,672,0,1752,0.0,2,0,4,1,3,8,8,0,0,22,2,2.0,492.0,3,3,3,325,12,0,0,0,0,0,0,0,2010,164000,12.00762780434872,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2179.0,2311.0,427.0,337,2.0,0.0,13.5,46,0,5,0,1,0,0.19045656832042196,438.0,0.5,0.5,79.82894736842105,0.0,129416.0,147904.0,235332.0,144,270.0,18488.0,16177.0,17432.0,64,94.5,29416.5,94.5,1708.0,0.0,3,44.0,18.0,0
19,140.0,19138,4,4,1,4,5,59,1951,0.0,3,3,3,3,1,2,120.0,1,0.0,744.0,864.0,5,5,864,0,0,864,0.0,1,0,2,1,3,4,8,0,0,59,1,2.0,400.0,3,3,3,0,0,0,0,0,0,0,0,0,2010,141000,11.856522261533737,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,984.0,1728.0,120.0,0,1.0,0.0,59.0,9,0,59,0,0,0,0.09029156651687742,432.0,1.0,0.5,136.7,0.0,34560.0,55296.0,464448.0,81,1180.0,6912.0,8640.0,7872.0,32,295.0,58056.0,295.0,360.0,0.0,3,118.0,18.0,0
20,85.0,13175,4,4,1,6,6,32,1988,119.0,3,3,4,3,1,5,790.0,3,163.0,589.0,1542.0,3,5,2073,0,0,2073,1.0,2,0,3,1,3,7,7,2,3,32,1,2.0,500.0,3,3,3,349,0,0,0,0,0,0,3,0,2010,210000,12.25486757159303,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3026.0,3615.0,953.0,349,3.0,1.0,27.0,36,0,22,0,0,1,0.27438330170777986,691.0,0.6666666666666666,1.0,155.0,0.6666666666666666,130140.0,151830.0,571914.0,108,540.0,21690.0,21690.0,21182.0,42,162.0,81702.0,162.0,3812.0,953.0,3,64.0,18.0,6
21,105.0,11751,3,4,1,6,6,33,1977,480.0,3,3,4,3,1,4,705.0,1,0.0,1139.0,1844.0,5,5,1844,0,0,1844,0.0,2,0,3,1,3,7,8,1,3,33,2,2.0,546.0,3,3,3,0,122,0,0,0,0,0,3,0,2010,190000,12.154784614286667,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2549.0,3688.0,705.0,122,2.0,0.0,33.0,35,0,33,0,0,1,0.3138456301591354,614.6666666666666,0.6666666666666666,0.6666666666666666,111.91428571428571,0.5,132768.0,177024.0,672936.0,108,660.0,22128.0,22128.0,20392.0,48,198.0,84117.0,198.0,2820.0,0.0,3,66.0,18.0,3
22,85.0,10625,4,4,1,7,6,36,1974,81.0,3,3,4,3,4,6,885.0,2,168.0,0.0,1053.0,3,5,1173,0,0,1173,1.0,2,0,3,1,4,6,8,2,3,36,2,2.0,528.0,3,3,3,0,120,0,0,0,0,0,3,0,2010,170000,12.04355959836804,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2226.0,2226.0,1053.0,120,3.0,1.0,36.0,32,0,36,0,0,1,0.20950588235294118,391.0,0.6666666666666666,1.0,125.0,0.6666666666666666,93492.0,124656.0,641088.0,144,720.0,15582.0,13356.0,17808.0,56,216.0,80136.0,216.0,4212.0,1053.0,4,72.0,18.0,6
23,0.0,7500,4,4,1,7,5,10,2000,0.0,4,3,4,3,1,6,533.0,1,0.0,281.0,814.0,5,5,814,860,0,1674,1.0,2,1,3,1,4,7,8,0,0,10,2,2.0,663.0,3,3,3,0,96,0,0,0,0,0,0,0,2010,216000,12.283038316285214,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2207.0,2488.0,533.0,96,3.5,1.0,10.0,58,2,10,0,1,0,0.3317333333333333,558.0,0.6666666666666666,1.1666666666666667,500.0,0.0,87080.0,139328.0,176560.0,192,200.0,17416.0,12440.0,17656.0,56,50.0,22070.0,50.0,2132.0,533.0,4,20.0,18.0,0
24,0.0,11241,3,4,1,6,7,40,1970,180.0,3,3,3,3,1,5,578.0,1,0.0,426.0,1004.0,5,5,1004,0,0,1004,1.0,1,0,2,1,3,5,8,1,3,40,3,2.0,480.0,3,3,3,0,0,0,0,0,0,0,0,700,2010,149000,11.91170829631447,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1582.0,2008.0,578.0,0,2.0,1.0,40.0,28,0,40,0,0,1,0.17863179432434836,502.0,1.0,1.0,500.0,0.5,84336.0,96384.0,506240.0,81,800.0,12048.0,14056.0,12656.0,48,280.0,63280.0,280.0,1734.0,578.0,3,80.0,18.0,3
25,0.0,12537,3,4,1,5,6,39,2008,0.0,3,3,3,3,1,6,734.0,1,0.0,344.0,1078.0,5,5,1078,0,0,1078,1.0,1,1,3,1,3,6,8,1,2,39,3,2.0,500.0,3,3,3,0,0,0,0,0,0,0,0,0,2010,149900,11.917730355182513,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1812.0,2156.0,734.0,0,2.5,1.0,20.5,29,0,2,0,0,1,0.17197096594081518,359.3333333333333,0.6666666666666666,0.8333333333333334,500.0,0.4,64680.0,86240.0,297168.0,81,410.0,10780.0,12936.0,14496.0,40,123.0,37146.0,123.0,2202.0,734.0,3,78.0,18.0,2
26,65.0,8450,4,4,1,5,6,42,1968,0.0,3,3,3,3,1,4,775.0,1,0.0,281.0,1056.0,5,5,1056,0,0,1056,1.0,1,0,3,1,3,6,8,1,2,42,1,1.0,304.0,3,3,3,0,85,184,0,0,0,0,0,0,2010,142000,11.863589378812122,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1831.0,2112.0,775.0,269,2.0,1.0,42.0,26,0,42,0,0,1,0.24994082840236687,352.0,0.3333333333333333,0.6666666666666666,130.0,0.5,63360.0,84480.0,615216.0,81,840.0,10560.0,12672.0,14648.0,40,252.0,76902.0,252.0,2325.0,775.0,3,42.0,9.0,2
27,70.0,8400,4,4,1,4,5,40,1970,0.0,3,3,3,3,1,5,804.0,3,78.0,0.0,882.0,3,5,882,0,0,882,1.0,1,0,2,1,3,4,8,0,0,40,3,2.0,525.0,3,3,3,240,0,0,0,0,0,0,3,0,2010,126000,11.744045122410057,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1764.0,1764.0,882.0,240,2.0,1.0,40.0,28,0,40,0,0,0,0.21,441.0,1.0,1.0,120.0,0.0,35280.0,56448.0,564480.0,81,800.0,7056.0,8820.0,14112.0,32,200.0,70560.0,200.0,2646.0,882.0,3,80.0,18.0,0
28,70.0,10500,4,4,1,4,5,39,1971,0.0,3,3,3,3,1,5,432.0,1,0.0,432.0,864.0,3,5,864,0,0,864,0.0,1,0,3,1,3,5,8,1,1,39,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,2010,115000,11.652696102959753,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1296.0,1728.0,432.0,0,1.0,0.0,39.0,29,0,39,0,0,1,0.16457142857142856,288.0,0.0,0.3333333333333333,150.0,1.0,34560.0,55296.0,404352.0,0,780.0,6912.0,8640.0,10368.0,32,195.0,50544.0,195.0,1296.0,0.0,3,0.0,0.0,1
30,21.0,1680,4,4,1,6,5,39,1971,504.0,3,3,3,3,1,3,156.0,1,0.0,327.0,483.0,3,5,483,504,0,987,0.0,1,1,2,1,3,5,8,0,0,39,1,1.0,264.0,3,3,3,275,0,0,0,0,0,0,0,0,2010,96000,11.472113887062386,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1143.0,1470.0,156.0,275,1.5,0.0,39.0,29,0,39,0,1,0,0.875,493.5,0.5,0.75,80.0,0.0,44100.0,70560.0,356616.0,81,780.0,8820.0,7350.0,9144.0,48,195.0,44577.0,195.0,468.0,0.0,3,39.0,9.0,0
31,21.0,1680,4,4,1,5,5,39,1971,492.0,3,3,3,3,1,3,300.0,1,0.0,225.0,525.0,3,5,525,567,0,1092,0.0,1,1,3,1,3,6,8,0,0,13,1,1.0,320.0,3,3,3,0,0,0,0,0,0,0,0,0,2010,105500,11.566475710526321,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1392.0,1617.0,300.0,0,1.5,0.0,39.0,29,0,39,0,1,0,0.9625,364.0,0.3333333333333333,0.5,80.0,0.0,40425.0,64680.0,434304.0,81,780.0,8085.0,8085.0,11136.0,40,195.0,54288.0,195.0,900.0,0.0,3,13.0,9.0,0
32,21.0,1680,4,4,1,6,5,39,1971,381.0,3,3,3,3,1,1,0.0,1,0.0,525.0,525.0,3,5,525,567,0,1092,0.0,1,1,3,1,3,6,8,0,0,39,1,1.0,264.0,3,3,3,0,0,0,0,0,0,0,0,0,2010,88000,11.385103457032141,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1092.0,1617.0,0.0,0,1.5,0.0,39.0,29,0,39,0,1,0,0.9625,364.0,0.3333333333333333,0.5,80.0,0.0,48510.0,77616.0,340704.0,81,780.0,9702.0,8085.0,8736.0,48,195.0,42588.0,195.0,0.0,0.0,3,39.0,9.0,0
34,24.0,2280,4,4,1,6,6,35,1975,0.0,3,3,3,3,1,5,514.0,1,0.0,341.0,855.0,3,5,855,601,0,1456,0.0,2,1,3,1,4,6,8,1,3,35,1,2.0,440.0,3,3,3,173,0,0,0,0,0,0,0,0,2010,149900,11.917730355182513,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1970.0,2311.0,514.0,173,2.5,0.0,35.0,33,0,35,0,1,1,1.0135964912280702,485.3333333333333,0.6666666666666666,0.8333333333333334,95.0,0.4,83196.0,110928.0,551600.0,108,700.0,13866.0,13866.0,15760.0,48,210.0,68950.0,210.0,1542.0,0.0,4,70.0,18.0,3
35,24.0,2280,4,4,1,7,6,35,1975,0.0,3,3,4,3,1,1,0.0,1,0.0,836.0,836.0,5,5,836,0,0,836,0.0,1,0,2,1,3,4,8,0,0,35,1,1.0,308.0,3,3,3,0,30,0,0,0,0,0,0,0,2010,120000,11.695255355062795,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,836.0,1672.0,0.0,30,1.0,0.0,35.0,33,0,35,0,0,0,0.7333333333333333,418.0,0.5,0.5,95.0,0.0,70224.0,93632.0,234080.0,108,700.0,11704.0,10032.0,6688.0,56,210.0,29260.0,210.0,0.0,0.0,3,35.0,9.0,0
36,24.0,2280,4,4,1,6,5,32,1978,0.0,3,3,4,3,1,5,311.0,1,0.0,544.0,855.0,2,5,855,601,0,1456,0.0,2,1,3,1,3,7,8,1,3,32,1,2.0,440.0,3,3,3,26,0,0,0,0,0,0,0,0,2010,146000,11.891368749982085,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1767.0,2311.0,311.0,26,2.5,0.0,32.0,36,0,32,0,1,1,1.0135964912280702,485.3333333333333,0.6666666666666666,0.8333333333333334,95.0,0.4,69330.0,110928.0,452352.0,108,640.0,13866.0,11555.0,14136.0,48,160.0,56544.0,160.0,1244.0,0.0,3,64.0,18.0,3
37,102.0,12858,3,4,1,9,5,1,2010,162.0,5,3,5,3,1,1,0.0,1,0.0,1590.0,1590.0,5,5,1627,707,0,2334,0.0,2,1,3,1,5,10,8,1,4,1,3,3.0,751.0,3,3,3,144,133,0,0,0,0,0,0,0,2010,376162,12.837777839071741,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2334.0,3924.0,0.0,277,2.5,0.0,0.5,67,11,0,0,1,1,0.30517965468968733,778.0,1.0,0.8333333333333334,126.05882352941177,0.4,176580.0,282528.0,9336.0,375,10.0,35316.0,19620.0,18672.0,72,2.5,1167.0,2.5,0.0,0.0,5,3.0,27.0,4
38,98.0,11478,4,4,1,8,5,3,2008,200.0,4,3,5,3,1,6,1218.0,1,0.0,486.0,1704.0,5,5,1704,0,0,1704,1.0,2,0,3,1,4,7,8,1,4,2,2,3.0,772.0,3,3,3,0,50,0,0,0,0,0,0,0,2010,306000,12.631343648903034,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2922.0,3408.0,1218.0,50,3.0,1.0,2.5,65,9,2,0,0,1,0.29691583899634083,568.0,1.0,1.0,117.12244897959184,0.3333333333333333,136320.0,218112.0,58440.0,240,50.0,27264.0,17040.0,23376.0,64,12.5,7305.0,12.5,6090.0,1218.0,4,6.0,27.0,4
39,83.0,10159,3,4,1,9,5,1,2010,450.0,5,3,5,3,3,6,1646.0,1,0.0,284.0,1930.0,5,5,1940,0,0,1940,1.0,2,1,3,1,5,8,8,1,4,0,3,3.0,606.0,3,3,3,168,95,0,0,0,0,0,0,0,2010,395192,12.887129532148373,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3586.0,3870.0,1646.0,263,3.5,1.0,0.5,67,11,0,0,0,1,0.38094300620139776,646.6666666666666,1.0,1.1666666666666667,122.39759036144578,0.2857142857142857,174150.0,278640.0,14344.0,375,10.0,34830.0,19350.0,28688.0,72,2.5,1793.0,2.5,8230.0,1646.0,5,0.0,27.0,4
